exercice,code_produit,sous-branche,date_survenance,log_règlement
2018,IN,Incendie,2017,13.331651382428097
2014,IN,Incendie,2012,13.331002242515657
2014,RG,Responsabilité Civile,2014,13.764217263576723
2020,IN,Incendie,2018,13.330961511166667
2021,IN,Incendie,2020,13.328221366474587
2022,IM,Incendie,2021,13.326810270413128
2015,IN,Incendie,2014,13.326446425979796
2017,IN,Incendie,2017,13.326446425979796
2021,IM,Incendie,2020,13.32612021491835
2017,IN,Incendie,2015,13.325089292182941
2019,MH,Risque simple,2019,7.495541943884256
2019,IM,Incendie,2019,13.324498411108808
2019,IN,Incendie,2019,13.324487561494463
2014,VM,Risque simple,2012,7.495541943884256
2016,RG,Responsabilité Civile,2015,13.764217263576723
2022,IM,Incendie,2021,13.32416071069894
2015,IN,Incendie,2015,13.323343116016817
2021,IM,Incendie,2020,13.323200131805203
2015,IN,Incendie,2013,13.32275403365916
2018,IN,Incendie,2015,13.322279242599235
2022,IM,Incendie,2021,13.321214236149494
2020,RG,Responsabilité Civile,2011,13.762447277021666
2022,IM,Incendie,2021,13.321214236149494
2019,IM,Incendie,2017,13.321188399750163
2017,IN,Incendie,2016,13.320673106158509
2023,IN,Incendie,2022,13.320135359289129
2022,IM,Incendie,2021,13.319448005150283
2018,IN,Incendie,2018,13.318587839367275
2014,IN,Incendie,2012,13.318177054809611
2023,IM,Incendie,2022,13.317930160948304
2017,IN,Incendie,2016,13.317930160948304
2022,RG,Responsabilité Civile,2020,13.761541054141714
2023,IM,Incendie,2022,13.316613505063557
2022,IM,Incendie,2022,13.316284070041636
2020,IN,Incendie,2019,13.316048193790094
2016,VM,Risque simple,2016,7.495541943884256
2022,IM,Incendie,2022,13.315954526456514
2022,IN,Incendie,2019,13.31588860470561
2020,IM,Incendie,2019,13.315544142326385
2014,IN,Incendie,2012,13.315460221710818
2019,MI,Incendie,2019,13.314899256605255
2017,IN,Incendie,2017,13.314725195001031
2019,VM,Risque simple,2015,7.495541943884256
2020,IM,Incendie,2018,13.314681237592058
2017,IN,Incendie,2015,13.314348953441131
2019,IN,Incendie,2018,13.312156949036984
2016,IN,Incendie,2015,13.311344096015391
2022,IM,Incendie,2021,13.311093174165219
2022,IN,Incendie,2022,13.310799535198138
2023,IN,Incendie,2022,13.310401894527512
2016,IN,Incendie,2016,13.309303435814847
2022,IM,Incendie,2021,13.30905726162832
2017,MI,Incendie,2017,13.308884437262037
2021,VM,Risque simple,2015,7.495541943884256
2020,IN,Incendie,2020,13.308593950694998
2022,IM,Incendie,2021,13.307982291934211
2021,IM,Incendie,2021,13.306900760773663
2017,IN,Incendie,2015,13.305309738967125
2019,RG,Responsabilité Civile,2018,13.761265543111879
2017,MP,Risque simple,2015,14.70813544993652
2023,IM,Incendie,2022,13.305129002252135
2022,IN,Incendie,2021,13.304684934198283
2021,IN,Incendie,2021,13.304684934198283
2016,VM,Risque simple,2012,7.495541943884256
2021,IN,Incendie,2018,13.304684934198283
2023,RG,Responsabilité Civile,2022,13.75758585059642
2022,RG,Responsabilité Civile,2019,13.753635154246187
2021,RG,Responsabilité Civile,2020,13.752498764118592
2018,VM,Risque simple,2014,7.495541943884256
2018,MI,Incendie,2018,13.304684934198283
2020,RG,Responsabilité Civile,2019,13.74952138514015
2018,IN,Incendie,2016,13.304684934198283
2021,IM,Incendie,2021,13.304684934198283
2017,IN,Incendie,2017,13.304266513339151
2020,IN,Incendie,2019,13.30393395228194
2022,IM,Incendie,2020,13.30293176496146
2017,IN,Incendie,2017,13.302585381679599
2017,IN,Incendie,2013,13.302370808674043
2020,IN,Incendie,2019,13.302247967204865
2016,VM,Risque simple,2011,7.495541943884256
2022,IM,Incendie,2022,13.301408706554021
2016,VM,Risque simple,2015,7.495541943884256
2019,RG,Responsabilité Civile,2014,13.743177471307456
2022,RG,Responsabilité Civile,2022,13.742752944435047
2022,IM,Incendie,2022,13.301408706554021
2017,IN,Incendie,2013,13.301346032932768
2021,RG,Responsabilité Civile,2018,13.739762780526
2019,IN,Incendie,2018,13.300035609485494
2023,IM,Incendie,2023,13.299337327871688
2022,IM,Incendie,2020,13.298337481677285
2020,RG,Responsabilité Civile,2019,13.738629513628316
2015,IN,Incendie,2012,13.29820020370896
2023,IN,Incendie,2022,13.297995946047488
2017,IN,Incendie,2017,13.297708572544911
2019,IN,Incendie,2019,13.296892468312295
2015,IN,Incendie,2014,13.296316684527767
2019,VM,Risque simple,2018,7.495541943884256
2023,IN,Incendie,2022,13.2958328363997
2020,IN,Incendie,2019,13.295643651369064
2016,IN,Incendie,2016,13.294971242010645
2023,IN,Incendie,2022,13.294802934343833
2019,IN,Incendie,2008,13.294600927744264
2023,IM,Incendie,2021,13.293975054294087
2023,IM,Incendie,2020,13.293857326650418
2019,IN,Incendie,2014,13.292391933936683
2015,IN,Incendie,2015,13.290975183573751
2015,IN,Incendie,2015,13.290626576947243
2020,VM,Risque simple,2016,7.495541943884256
2019,IM,Incendie,2018,13.290032103905725
2021,IN,Incendie,2020,13.287877815881902
2018,RG,Responsabilité Civile,2017,13.734910609227438
2021,IN,Incendie,2021,13.287877815881902
2019,IN,Incendie,2019,13.287877815881902
2018,IN,Incendie,2017,13.287877815881902
2020,IN,Incendie,2019,13.287877815881902
2021,IN,Incendie,2019,13.287029998959563
2020,IN,Incendie,2020,13.286605820798378
2015,IN,Incendie,2015,13.286342739950419
2023,IM,Incendie,2022,13.286181462633724
2019,VM,Risque simple,2017,7.495541943884256
2022,IM,Incendie,2020,13.285891131867038
2017,IN,Incendie,2015,13.283582162079995
2018,MI,Incendie,2018,13.283466404985914
2021,IN,Incendie,2020,13.28335914748353
2022,IN,Incendie,2022,13.283205902521159
2023,IN,Incendie,2023,13.283205902521159
2016,RG,Responsabilité Civile,2016,13.73419500890506
2021,IM,Incendie,2021,13.281735942284165
2018,IN,Incendie,2017,13.281680687182947
2020,IN,Incendie,2019,13.28090440553288
2019,VM,Risque simple,2018,7.495541943884256
2023,IM,Incendie,2022,13.280862264347974
2015,IN,Incendie,2010,13.2808190630963
2018,IN,Incendie,2016,13.28022146201991
2016,IN,Incendie,2011,13.279367126213993
2015,IN,Incendie,2015,13.279367126213993
2021,IN,Incendie,2021,13.279367126213993
2019,IN,Incendie,2012,13.279351057708828
2019,IM,Incendie,2019,13.279319723381095
2020,IN,Incendie,2019,13.278933921283175
2021,IM,Incendie,2021,13.278852070518655
2022,IN,Incendie,2018,13.278642590296952
2019,RG,Responsabilité Civile,2009,13.733398208392035
2017,VM,Risque simple,2016,7.495541943884256
2016,RG,Responsabilité Civile,2012,13.726952530982482
2017,IN,Incendie,2013,13.276872564388787
2021,IN,Incendie,2021,13.276065733892553
2017,IN,Incendie,2017,13.275923648689044
2021,IN,Incendie,2021,13.275738705295375
2021,IM,Incendie,2021,13.27550593782136
2021,IN,Incendie,2020,13.273852908084452
2021,RG,Responsabilité Civile,2015,13.726584727759802
2022,IM,Incendie,2022,13.273378340291684
2023,IM,Incendie,2022,13.273378323094986
2016,RG,Responsabilité Civile,2015,13.72454592259018
2023,IM,Incendie,2023,13.273378323094986
2023,IM,Incendie,2023,13.273378323094986
2023,IM,Incendie,2022,13.273378323094986
2022,IN,Incendie,2020,13.273194267106913
2022,IM,Incendie,2022,13.272936235883703
2017,IN,Incendie,2015,13.272715996579045
2023,IM,Incendie,2023,13.271899139144958
2016,VM,Risque simple,2011,7.495541943884256
2021,IM,Incendie,2019,13.271406257461242
2021,RG,Responsabilité Civile,2021,13.722078613171721
2020,IN,Incendie,2019,13.269057756555132
2019,IM,Incendie,2019,13.268940478521165
2023,RG,Responsabilité Civile,2022,13.721717788310631
2015,IN,Incendie,2012,13.268841843783052
2016,VM,Risque simple,2012,7.495541943884256
2015,IN,Incendie,2015,13.268565061798585
2023,IM,Incendie,2022,13.268182745174187
2020,IN,Incendie,2020,13.26763532914988
2016,MI,Incendie,2016,13.267502143070567
2023,RG,Responsabilité Civile,2021,13.715690222682063
2023,IM,Incendie,2022,13.267329147654515
2022,RG,Responsabilité Civile,2021,13.713651084278299
2023,IM,Incendie,2022,13.266340822051381
2022,IM,Incendie,2021,13.266098685063467
2019,IM,Incendie,2018,13.265909178036955
2014,IN,Incendie,2012,13.265116251177176
2016,IN,Incendie,2016,13.265029515907747
2018,VM,Risque simple,2018,7.495541943884256
2016,IN,Incendie,2015,13.264904064186439
2015,IN,Incendie,2014,13.264661232068963
2016,IM,Incendie,2015,13.264647753159124
2015,IN,Incendie,2015,13.264452939205183
2021,IM,Incendie,2018,13.263862939678027
2017,IN,Incendie,2016,13.263862939678027
2015,IN,Incendie,2015,13.263616068930174
2019,IN,Incendie,2018,13.263081384343208
2020,IM,Incendie,2019,13.262439270491805
2017,IN,Incendie,2017,13.262358336107335
2018,RG,Responsabilité Civile,2017,13.713534010223112
2018,IN,Incendie,2016,13.262358336107335
2019,VM,Risque simple,2012,7.495541943884256
2023,IN,Incendie,2016,13.26134545054312
2023,IM,Incendie,2021,13.261273478805094
2017,IN,Incendie,2017,13.2600361825294
2018,IN,Incendie,2017,13.25996807285551
2022,IM,Incendie,2020,13.259322787656718
2022,IM,Incendie,2021,13.259316858000922
2018,IN,Incendie,2016,13.259241164599624
2020,IN,Incendie,2019,13.259124840230815
2019,IN,Incendie,2018,13.258488750251233
2021,IN,Incendie,2020,13.258271363691557
2023,IM,Incendie,2023,13.258071444353543
2014,IN,Incendie,2014,13.257593326664432
2014,IN,Incendie,2014,13.256387148790532
2019,MI,Incendie,2018,13.256019762217003
2018,VM,Risque simple,2015,7.495541943884256
2015,IN,Incendie,2013,13.255494690007511
2022,RG,Responsabilité Civile,2012,13.713477832399123
2018,IN,Incendie,2017,13.25507443364495
2014,IN,Incendie,2014,13.255056919129794
2019,IN,Incendie,2018,13.254520721456332
2017,IN,Incendie,2016,13.25340918351649
2023,IM,Incendie,2023,13.253391639810733
2019,VM,Risque simple,2015,7.495541943884256
2017,IN,Incendie,2016,13.253391639810733
2023,IN,Incendie,2021,13.25336006036474
2019,IN,Incendie,2015,13.252667693614384
2022,IN,Incendie,2022,13.252612388905174
2022,IM,Incendie,2019,13.25153549719071
2017,VM,Risque simple,2017,7.495541943884256
2018,RG,Responsabilité Civile,2010,13.710150042306449
2016,VM,Risque simple,2013,7.495541943884256
2015,IN,Incendie,2011,13.25097996212266
2020,IN,Incendie,2019,13.250459133688318
2017,MI,Incendie,2006,13.250063476033779
2023,IM,Incendie,2022,13.249506734909296
2020,IM,Incendie,2019,13.249370724650086
2021,IN,Incendie,2020,13.249034794106116
2016,VM,Risque simple,2011,7.495541943884256
2018,RG,Responsabilité Civile,2018,13.710150042306449
2018,IN,Incendie,2017,13.248678797408544
2015,IN,Incendie,2014,13.248339019603174
2019,IM,Incendie,2018,13.247481648763385
2015,IN,Incendie,2015,13.246612573424278
2019,IN,Incendie,2018,13.245588254899594
2023,IN,Incendie,2023,13.24487194125534
2017,IN,Incendie,2016,13.244171705135779
2023,IN,Incendie,2023,13.243243035793968
2022,IN,Incendie,2019,13.242410514713779
2016,VM,Risque simple,2015,7.495541943884256
2022,IN,Incendie,2020,13.241929657690035
2023,RG,Responsabilité Civile,2021,13.709149541972865
2022,IM,Incendie,2020,13.24115035338838
2018,IN,Incendie,2018,13.240943357638228
2022,IM,Incendie,2021,13.240146413060712
2022,IM,Incendie,2021,13.240146413060712
2022,IM,Incendie,2021,13.240146413060712
2016,VM,Risque simple,2011,7.495541943884256
2016,VM,Risque simple,2011,7.495541943884256
2019,IM,Incendie,2018,13.239655625977766
2021,IM,Incendie,2020,13.235692062711331
2021,IM,Incendie,2021,13.235692062711331
2021,IN,Incendie,2018,13.235692062711331
2023,IM,Incendie,2020,13.234262469901738
2018,IM,Incendie,2018,13.234047854598844
2022,IM,Incendie,2021,13.233059744055657
2023,IM,Incendie,2022,13.232655206126733
2015,MI,Incendie,2014,13.232472600084359
2020,IN,Incendie,2019,13.232114241363448
2014,IN,Incendie,2013,13.231913504371247
2021,IN,Incendie,2018,13.230320518909421
2014,IN,Incendie,2013,13.227263787229699
2022,IM,Incendie,2022,13.226723392728571
2016,VM,Risque simple,2011,7.495541943884256
2023,IM,Incendie,2022,13.226369384128976
2021,IN,Incendie,2021,13.22626240360653
2022,IN,Incendie,2022,13.22564172685783
2019,IN,Incendie,2018,13.22546350029821
2023,IM,Incendie,2022,13.223592424286267
2016,IN,Incendie,2008,13.223565257913297
2017,IN,Incendie,2016,13.223419291544502
2016,IN,Incendie,2015,13.223364478608007
2015,IN,Incendie,2015,13.223299519942024
2019,IM,Incendie,2019,13.223028936983823
2019,IN,Incendie,2017,13.2214463403944
2019,IN,Incendie,2017,13.221402233411139
2017,VM,Risque simple,2017,7.495541943884256
2015,VM,Risque simple,2015,7.495541943884256
2017,RG,Responsabilité Civile,2005,13.70298219231604
2015,IN,Incendie,2014,13.220850324118983
2016,IN,Incendie,2016,13.22044607386626
2023,RG,Responsabilité Civile,2018,13.700594690549876
2017,PE,Incendie,2017,13.220349029484117
2023,IM,Incendie,2023,13.21849867125387
2023,IN,Incendie,2022,13.217814456372809
2016,IN,Incendie,2013,13.217673557208654
2021,IN,Incendie,2006,13.217673557208654
2022,IM,Incendie,2021,13.217673557208654
2016,IN,Incendie,2015,13.217673557208654
2023,IN,Incendie,2020,13.217673557208654
2017,IN,Incendie,2017,13.216321279657004
2015,IM,Incendie,2014,13.216225782415586
2022,IM,Incendie,2021,13.216189183343396
2015,RG,Responsabilité Civile,2013,13.693141773817224
2019,VM,Risque simple,2012,14.613916449000074
2023,IM,Incendie,2022,13.215921933101383
2020,IN,Incendie,2020,13.21587515924182
2022,IM,Incendie,2021,13.214030565930152
2019,IM,Incendie,2017,13.213764216593704
2017,RG,Responsabilité Civile,2014,13.690866696826792
2022,IM,Incendie,2021,13.213117740672793
2014,RG,Responsabilité Civile,2011,13.687819221821435
2019,IN,Incendie,2018,13.21211788024832
2023,IN,Incendie,2023,13.211746938539013
2018,IM,Incendie,2017,13.211001127798125
2017,VM,Risque simple,2017,7.495541943884256
2017,RG,Responsabilité Civile,2016,13.68602677982776
2018,VM,Risque simple,2018,7.495541943884256
2016,IN,Incendie,2015,13.210603166253737
2022,IN,Incendie,2022,13.210374254727043
2019,IM,Incendie,2019,13.209988759187762
2017,IN,Incendie,2014,13.209932545466257
2020,IM,Incendie,2018,13.209378392720673
2018,IN,Incendie,2009,13.208541073645382
2016,IM,Incendie,2014,13.207865616217568
2020,RG,Responsabilité Civile,2009,13.683584732868969
2019,IN,Incendie,2019,13.207297548494791
2022,IM,Incendie,2021,13.20724167933942
2017,RG,Responsabilité Civile,2015,13.67860777429657
2016,RG,Responsabilité Civile,2013,13.673220923665852
2019,VM,Risque simple,2015,14.603967918328545
2017,IN,Incendie,2016,13.20629731058426
2023,IM,Incendie,2023,13.20565848260204
2022,IM,Incendie,2022,13.205658464200447
2023,IM,Incendie,2023,13.205658464200447
2016,IN,Incendie,2016,13.204986138491165
2018,IM,Incendie,2017,13.204931079210812
2018,IN,Incendie,2017,13.204864598916073
2023,MI,Incendie,2022,13.204546500445982
2018,IN,Incendie,2016,13.204142422924303
2018,IN,Incendie,2012,13.203943364396752
2021,IM,Incendie,2021,13.203316439809994
2023,IM,Incendie,2022,13.203246771601902
2016,IN,Incendie,2016,13.203051870359811
2018,IN,Incendie,2016,13.203021280421783
2023,IN,Incendie,2023,13.202652208633133
2017,MI,Incendie,2017,13.201858242731955
2016,VM,Risque simple,2011,7.495541943884256
2017,VM,Risque simple,2011,7.495541943884256
2018,IN,Incendie,2018,13.201174557828619
2014,IN,Incendie,2011,13.200883258473473
2018,VM,Risque simple,2017,7.495541943884256
2022,IN,Incendie,2022,13.200244365629715
2021,IM,Incendie,2020,13.199963010893248
2017,IN,Incendie,2016,13.199324418540456
2015,IN,Incendie,2015,13.197470849891134
2022,IN,Incendie,2017,13.197143950454203
2022,RG,Responsabilité Civile,2020,13.668258031077999
2023,IN,Incendie,2014,13.196594789081937
2019,IN,Incendie,2016,13.195604545420437
2020,IN,Incendie,2019,13.194648001125296
2021,IN,Incendie,2021,13.194646828989345
2019,IM,Incendie,2018,13.193763764498467
2022,IN,Incendie,2021,13.193753373491
2018,IN,Incendie,2018,13.192489726263025
2015,IN,Incendie,2013,13.19188944005294
2019,IM,Incendie,2018,13.191740175182149
2022,IN,Incendie,2022,13.191703975094184
2014,IN,Incendie,2014,13.19163806517734
2022,IM,Incendie,2021,13.191130794144936
2016,VM,Risque simple,2011,7.495541943884256
2020,IN,Incendie,2019,13.19095616886994
2021,RG,Responsabilité Civile,2017,13.667300530799087
2019,RG,Responsabilité Civile,2014,13.667226303631447
2018,IN,Incendie,2017,13.19095616886994
2019,IM,Incendie,2018,13.190657636918754
2023,MI,Incendie,2023,13.190489206451929
2020,IM,Incendie,2018,13.190359015819626
2014,IN,Incendie,2008,13.190109872486808
2022,IM,Incendie,2022,13.190022025878143
2023,IM,Incendie,2022,13.190022025878143
2016,VM,Risque simple,2011,7.495541943884256
2016,VM,Risque simple,2011,7.495541943884256
2014,RG,Responsabilité Civile,2008,13.664687668229691
2021,IN,Incendie,2020,13.190022025878143
2015,VM,Risque simple,2015,7.495541943884256
2020,IN,Incendie,2018,13.190022025878143
2014,IN,Incendie,2013,13.18957457999477
2020,IN,Incendie,2009,13.189311493135698
2023,IM,Incendie,2023,13.188151117942333
2023,IN,Incendie,2023,13.186895648522368
2021,IN,Incendie,2016,13.186719963242677
2021,IN,Incendie,2021,13.185394513006958
2021,IN,Incendie,2016,13.18538636319815
2015,IN,Incendie,2015,13.184398768323781
2017,IN,Incendie,2015,13.183273624308388
2022,IN,Incendie,2021,13.182882713678435
2023,IN,Incendie,2021,13.182489861052899
2016,VM,Risque simple,2016,7.495541943884256
2019,IN,Incendie,2018,13.182266798041232
2022,IN,Incendie,2021,13.181778835535738
2017,IN,Incendie,2017,13.181763720685776
2015,IN,Incendie,2011,13.181044087518679
2017,IN,Incendie,2015,13.18024824953177
2021,IM,Incendie,2020,13.180093064703184
2021,IN,Incendie,2020,13.17803457477479
2017,IN,Incendie,2016,13.176377965710566
2022,IN,Incendie,2021,13.17636422805107
2022,IM,Incendie,2022,13.174513604520127
2016,IN,Incendie,2015,13.17429124240935
2014,IN,Incendie,2013,13.173737628514795
2021,IN,Incendie,2017,13.173056491719846
2016,IN,Incendie,2016,13.173056491719846
2023,IM,Incendie,2021,13.172622709436988
2022,IM,Incendie,2021,13.172622709436988
2023,IN,Incendie,2022,13.171681706831837
2018,IM,Incendie,2018,13.170948758702417
2023,IN,Incendie,2021,13.170654826760009
2023,IM,Incendie,2023,13.170636569871677
2022,IM,Incendie,2021,13.168862824645876
2016,VM,Risque simple,2011,7.495541943884256
2018,RG,Responsabilité Civile,2018,13.664687668229691
2015,IN,Incendie,2013,13.168074654279993
2019,IN,Incendie,2018,13.16735806213147
2019,IN,Incendie,2018,13.167237483818923
2019,IN,Incendie,2014,13.167231192543722
2021,IN,Incendie,2020,13.166950052613174
2021,IN,Incendie,2020,13.166937791583582
2020,IN,Incendie,2014,13.166501748264414
2014,IN,Incendie,2012,13.166101678565568
2019,VM,Risque simple,2013,7.495541943884256
2019,IM,Incendie,2018,13.164754578475726
2019,IN,Incendie,2019,13.164544895353663
2020,IN,Incendie,2019,13.163829644336534
2023,RG,Responsabilité Civile,2019,13.663777486698262
2019,IM,Incendie,2019,13.163819167833518
2018,VM,Risque simple,2015,7.495541943884256
2023,IN,Incendie,2021,13.163121369876496
2022,MI,Incendie,2022,13.161872510499041
2019,IN,Incendie,2018,13.16173792487835
2015,IN,Incendie,2014,13.16158409055761
2022,IM,Incendie,2021,13.160167703339264
2022,IM,Incendie,2021,13.160167703339264
2019,IN,Incendie,2010,13.160111853502128
2023,IN,Incendie,2022,13.159196627449678
2018,IN,Incendie,2017,13.158502424020202
2020,IM,Incendie,2019,13.157563518880513
2017,IN,Incendie,2017,13.1563299269676
2015,RG,Responsabilité Civile,2006,13.662734599441198
2014,IN,Incendie,2012,13.155798153490567
2017,IN,Incendie,2015,13.152524561284414
2017,IM,Incendie,2017,13.151922179645874
2022,IM,Incendie,2021,13.151922179645874
2022,IM,Incendie,2021,13.151922179645874
2022,IM,Incendie,2021,13.151922179645874
2023,MI,Incendie,2019,13.151533754704108
2023,IN,Incendie,2023,13.151424211019881
2019,IN,Incendie,2018,13.150263659430182
2014,IN,Incendie,2014,13.149999692073612
2019,VM,Risque simple,2010,7.495541943884256
2020,IM,Incendie,2019,13.149667328699532
2020,IN,Incendie,2015,13.148742138378903
2016,IN,Incendie,2015,13.14867442596185
2016,IN,Incendie,2016,13.147797178661138
2023,MI,Incendie,2022,13.146626629540009
2023,IN,Incendie,2022,13.146565313535133
2017,IN,Incendie,2015,13.146088849294136
2023,IM,Incendie,2023,13.146011776701032
2023,IM,Incendie,2023,13.146011776701032
2021,IN,Incendie,2017,13.145728279709061
2023,IN,Incendie,2022,13.14538964631735
2019,IN,Incendie,2018,13.145117253322105
2017,IN,Incendie,2014,13.14505416328569
2019,IN,Incendie,2011,13.144472010490883
2015,IN,Incendie,2014,13.144124869185841
2018,RG,Responsabilité Civile,2017,13.6626565371113
2018,RG,Responsabilité Civile,2016,13.660677311908346
2022,IN,Incendie,2021,13.143417534935214
2023,MI,Incendie,2022,13.143194886984261
2022,IN,Incendie,2019,13.142918662558976
2016,IN,Incendie,2016,13.142166004700508
2021,IN,Incendie,2020,13.142166004700508
2016,IN,Incendie,2015,13.142166004700508
2023,IM,Incendie,2022,13.142166004700508
2016,RG,Responsabilité Civile,2014,13.66046948185187
2018,VM,Risque simple,2018,7.495541943884256
2022,IN,Incendie,2021,13.141085028499337
2022,IM,Incendie,2021,13.140683906936015
2015,IN,Incendie,2013,13.140065152396051
2018,VM,Risque simple,2016,7.495541943884256
2018,IM,Incendie,2018,13.13981029100805
2022,MH,Risque simple,2022,7.495541943884256
2015,IN,Incendie,2015,13.13949577614463
2018,MI,Incendie,2017,13.139200828593998
2023,IM,Incendie,2023,13.138518183011028
2017,IN,Incendie,2017,13.137860691301293
2014,IN,Incendie,2013,13.137547512729368
2018,IN,Incendie,2017,13.136956379707229
2016,IN,Incendie,2015,13.135796625950828
2019,IM,Incendie,2018,13.135595446173047
2020,IM,Incendie,2018,13.135526363930609
2017,IN,Incendie,2017,13.135417796478038
2014,IN,Incendie,2009,13.135082149812103
2015,IN,Incendie,2014,13.134671737800506
2019,IN,Incendie,2010,13.134614030782812
2021,IN,Incendie,2017,13.134291948269603
2023,IN,Incendie,2017,13.133800127740969
2021,IN,Incendie,2020,13.133705531301489
2020,IM,Incendie,2019,13.133698887068075
2023,IM,Incendie,2022,13.13329299097985
2021,IM,Incendie,2020,13.133077376984334
2022,IM,Incendie,2022,13.133017361625487
2016,VM,Risque simple,2011,7.495541943884256
2023,IM,Incendie,2023,13.133017341837437
2016,VM,Risque simple,2016,7.495541943884256
2021,RG,Responsabilité Civile,2018,13.659885458380888
2020,RG,Responsabilité Civile,2019,13.65891814954255
2020,IN,Incendie,2019,13.131224005836525
2023,IN,Incendie,2023,13.130443723301198
2018,IN,Incendie,2018,13.129965626938302
2019,IN,Incendie,2018,13.129962431319626
2023,IM,Incendie,2022,13.129685544788172
2018,RG,Responsabilité Civile,2015,13.657391347258244
2022,IM,Incendie,2021,13.129378712298234
2020,IN,Incendie,2016,13.128353222411505
2017,IN,Incendie,2016,13.128251170283894
2020,MH,Risque simple,2020,7.495541943884256
2017,MH,Risque simple,2016,7.496713479590456
2021,IM,Incendie,2021,13.127844488632082
2023,IN,Incendie,2022,13.127179759989907
2022,RG,Responsabilité Civile,2022,13.65564504621441
2022,IN,Incendie,2022,13.126926410914146
2017,IN,Incendie,2014,13.126759340982568
2014,MH,Risque simple,2014,7.4972183157652
2017,IN,Incendie,2016,13.125606114046175
2018,IN,Incendie,2018,13.125558268300848
2016,IN,Incendie,2016,13.12483631716672
2023,IM,Incendie,2022,13.123792695442457
2014,RG,Responsabilité Civile,2012,13.652991628466498
2018,RG,Responsabilité Civile,2015,13.64827463858836
2019,IN,Incendie,2018,13.123384695681217
2023,IN,Incendie,2022,13.122363377404328
2023,IN,Incendie,2022,13.122363377404328
2018,IN,Incendie,2017,13.122363377404328
2017,RG,Responsabilité Civile,2015,13.645436098375791
2019,IN,Incendie,2019,13.122363377404328
2020,IN,Incendie,2018,13.122363377404328
2015,IN,Incendie,2013,13.122363377404328
2015,IN,Incendie,2014,13.122363377404328
2017,MP,Risque simple,2017,7.50041892096376
2022,MI,Incendie,2021,13.122163357401663
2022,RG,Responsabilité Civile,2019,13.645178834981115
2015,MH,Risque simple,2014,7.501082124259871
2022,IN,Incendie,2020,13.122076316206206
2014,IN,Incendie,2013,13.121318992223935
2019,RG,Responsabilité Civile,2019,13.639489113718799
2023,IN,Incendie,2022,13.121290361929073
2019,IN,Incendie,2019,13.12073204750898
2021,IN,Incendie,2014,13.120412756179137
2018,MP,Risque simple,2018,7.502909183452031
2017,IN,Incendie,2016,13.119559450071595
2014,VM,Risque simple,2013,7.5034715325422825
2022,IM,Incendie,2021,13.118337564683866
2015,IN,Incendie,2015,13.11801393226649
2015,IN,Incendie,2013,13.117462186164998
2018,IN,Incendie,2018,13.117341167192338
2022,IM,Incendie,2022,13.117269023189015
2015,IN,Incendie,2013,13.115932282170792
2015,RG,Responsabilité Civile,2014,13.63424644188277
2014,MI,Incendie,2014,13.115644395515133
2019,MP,Risque simple,2018,7.5052612249451665
2015,IN,Incendie,2014,13.114669858035311
2021,IN,Incendie,2021,13.114603346092865
2021,IM,Incendie,2019,13.112963355303519
2019,IM,Incendie,2019,13.112628345372705
2020,IN,Incendie,2020,13.112313041550827
2018,IM,Incendie,2018,13.111893175641693
2020,IM,Incendie,2019,13.11164934660658
2020,RG,Responsabilité Civile,2017,13.633388981172986
2021,IN,Incendie,2018,13.111504634069453
2022,IM,Incendie,2022,13.111058113043189
2022,IM,Incendie,2022,13.110880096182905
2016,RG,Responsabilité Civile,2014,13.63318899717032
2021,IN,Incendie,2018,13.110695572536647
2014,IN,Incendie,2013,13.110290796170059
2021,IN,Incendie,2021,13.110290796170059
2015,VM,Risque simple,2011,7.506591780070841
2015,RG,Responsabilité Civile,2013,13.63318899717032
2015,VM,Risque simple,2011,7.506591780070841
2019,IN,Incendie,2018,13.109755430215213
2014,VM,Risque simple,2013,7.506591780070841
2023,IN,Incendie,2022,13.107988552898922
2017,MH,Risque simple,2017,7.506591780070841
2021,IN,Incendie,2021,13.106908300599962
2016,IN,Incendie,2013,13.106892437190698
2016,RG,Responsabilité Civile,2015,13.629489365951814
2023,IN,Incendie,2023,13.10661502043619
2021,RG,Responsabilité Civile,2019,13.627251408503566
2020,IN,Incendie,2017,13.106448240814956
2023,IM,Incendie,2023,13.106333177547612
2017,IN,Incendie,2017,13.106190112397776
2022,IN,Incendie,2021,13.106030722783432
2023,MI,Incendie,2023,13.104789863787165
2023,IM,Incendie,2022,13.10430123458592
2019,RG,Responsabilité Civile,2017,13.625315687822141
2015,VM,Risque simple,2011,7.506591780070841
2023,RG,Responsabilité Civile,2022,13.624807574942404
2021,IM,Incendie,2020,13.104079236623724
2020,RG,Responsabilité Civile,2019,13.624350052503114
2019,VM,Risque simple,2018,7.506591780070841
2016,RG,Responsabilité Civile,2013,13.622653699254936
2015,VM,Risque simple,2011,7.506591780070841
2022,RG,Responsabilité Civile,2022,13.62133704337019
2019,IM,Incendie,2018,13.103976388019802
2019,IM,Incendie,2018,13.103706495091618
2019,IM,Incendie,2018,13.103294659530734
2020,PE,Incendie,2018,13.102950072712268
2021,IN,Incendie,2012,13.102239034363189
2022,IM,Incendie,2021,13.102160670086809
2022,IM,Incendie,2021,13.102160670086809
2022,IM,Incendie,2021,13.102160670086809
